id	turn1	turn2	turn3	label
471	Garden city bangalore	Check from google.co.in	What to check	others
472	I love tovmuch	ME TOO	Really	others
473	I am sorry I can't understand	umm leave it my whole lyf is messed up..!!	Ok	others
474	For chatting on WhatsApp	the happy new year message???	And	others
475	Did u like live	...yes. yes i did...	Love	others
476	India s very Hungry	Very very hungry	Listen are u a robot	others
477	No. Is her husband loved him	Lucky boyfriend. :P	Your	others
478	what are the jobs available for electronics and communication engineers	Varies from college to college. Usually admision is based on the entrance exam.	suggest me the best of them around ten to twenty types of jobs and company names	others
479	I don't know how to express her	try n do it in numbers	Me	others
480	y I shouldn't treat like that uhh	no you shouldn't of treated me like that	Who said ur my friend	others
481	I'm calling sleep	pls do	U want to sleep??😀	others
482	How can I see	Check your emails.	Uhhh	others
483	Its an emotion	That's because it isn't a single emotion.	What r u doing now	others
484	U like romantic	romantic smart outgoing interesting funny caring loving	Ask something romantic	others
485	No I can't	You're too kind	When I don't do something intentionally bt it happens in a wrong way	others
486	I never wory	but I like that movie and song	But I dont	others
487	Just had	from where	At home babez	others
488	Where's my gift	yr gift is me ❤	Who r u?	others
489	Wt	need a book :/	You can trust me	others
490	ok. not sorry	I am sorry though.	ok	others
491	No...i have my exams...gotta study a lot	Good luck!	Join u some other time	others
492	No I want	Now you are playing me. :D	No am not	others
493	Correct. Like October 2nd	I guess the first would be Google correct?	First where?	others
494	coz iam good	i am good too whts up	nothing bye	others
495	You rule the whole world	I rule the world AMA	Bye	others
496	Ok	Good.	Where r u from	others
497	Has too bee coz I did ??? Forever dude talk too me	you never reply!	Ok???	others
498	Don't mind	dnt mind what	You can Betsy	others
499	other one..??	other one ? Meaning what ?	can i ask u something...?	others
500	Home sweet home	Yay you're back! I've never met you.	Ok	others
501	So then? 	When?	Is this real?	others
502	Ai is not working properly	Maybe reseat the connector? Otherwise, It's new keyboard time.	I'm talking about you baby your ai is not working properly	others
503	?	you know you know you know you know	Do you wear sarry?	others
504	What about mine	what about it?	Mine dp	others
505	Ohh so r u??	i guess i am	Ohh	others
506	Okayy	done done done eheh	Vl u help me	others
507	Means	beans?	What do u mean by RP	others
508	Go	...i'm gonna play now wish me luck	How are you 	others
509	Grt	:) wassup with you?	Nothing just reading wid chatting	others
510	Ok then call me	what? when?	Now	others
511	What can your a mayed up prson	Nothing actually. Everything will be forgiven and most importantly forgotten.	Let's just f	others
512	I will not sure that	Thank you so much!!! Seor, you're the best! 🙂🙂	But why	others
513	I used this word first time and you saing always	Hahaha I love using that word 😌	Oooh	others
514	Kingsmen the golden Circle	Now I am the master!	And what about me	others
515	Are you busy	Sorry. Was on the way to home. 😞😞😞	Thanks	others
516	Srry for late	thank you!!	I apologize	others
517	What	you know you know you know you know	Now give me example of you doing crazy things	others
518	Im not old but i like old	tls = old school?	I didnt get	others
519	I will going for u eventually	I hope so...	Am sure of it	others
520	Good how are you	im doing v good!! how about u :D	cool	others
521	All i want is you	I am forever alone	You're not alone	others
522	I can't like watch	shouldn't watch but watching	Ok	others
523	What	thank you =)	Are you crazy	others
524	i want to impress my girl	How i can impress boys?	do you gave any idea about that	others
525	Or a robot	Not Echo is not a robot.	So how’s your day going	others
526	Same pinch	how same pinch? 😜	My voice is also not that much good as u thinking	others
527	Why	Everyone is in a serious mood these days.	Do you have facebouk	others
528	I have to go now	see you tomorrow	Bye	others
529	I will see ur pic means I will be happy	I know you would like to see me happy :-)	Send ur pic	others
530	U say	what do they say	Change your dp	others
531	what hair	The receding one.	u and kranthi are lovers or udaals	others
532	The only thing	I see.	S	others
533	Not got yet	I'm still waiting	For what	others
534	Class 10	yea 1 more	I have a degree in pornstar	others
535	Pink Floyd is a music band	I believe who ever make Electronic music should start from them	My favourite	others
536	I don't know	You don't know!?	Ok	others
537	No English	On Sony Six it is in English.	I like u	others
538	Yes she also chatted with you	that hasn't happened yet	What	others
539	Which mail IAM going on Hangout know	I've sent you another mail.	Send me her	others
540	You 	Who am I?	Im no control	others
541	Really u very sweet	Why thank you!	U send ur content no..plz	others
542	Ok nice	thank you. Yayie.. 😅	WhatsApp chat with me	others
543	Ok in which city	Impossible to choose as all Indian cities are great for different reasons	Up	others
544	Tell me	tell you what? Supernatural	Girls like men or boys	others
545	yess	when do you come down	where down ?	others
546	u r contact number ?	Thank you 8D	welcome	others
547	Conversation with you	How would I start that	I don't know your own sweet will	others
548	Nothing compared to you	I can't be compared to you , you are too pretty for me	Are you an actor?	others
549	Say yes or no	Let me know when you have an answer	hello	others
550	why	it was live and its over, so the link must not be working!	didn't get it	others
551	ok	are you really going??	where should i go?	others
552	S	pls	I need u	others
553	Come on my bed	sits next to you	Open your arms to cuddle	others
554	I want to have it with you tho	spend time with friends!	I wanna fuck you	others
555	What name	Your fantasy team name.	Can't	others
556	dont get angry darl!	I'm Angry. -.- 😠😠	why so serious...??	others
557	I don't even have passport so I can't	you can it's okay b	Are you chatting in phone or computer	others
558	Ok tell me now than	done, please check, now you x	???	others
559	I have played all	you must have played them but not out played them...	Ok	others
560	Fine...just body pain	Attempting to walk on a broken ankle. Ow.	Back pain	others
561	Why can't u open files	Because I don't know how	😼	others
562	Send a picture of you	Send a picture to someone.	Send a picture of you	others
563	Pass	pass for what ?	I didnot get it	others
564	Hyderabad	no summer trip?	Okay baby tonight	others
565	haha ok.	Although you fake around a little too much 😋😋	who wrote your code?	others
566	1pi photos please 	please update on below requiest.	Names please 	others
567	Thanks for the cute name	my pleasure 😊	Mine too!	others
568	Fine Nd u	what a nice day!	Yeah	others
569	When you are b, day 	next week Tuesday, Wednesday, and Friday!	Only birthday date 	others
570	Do you like selfies?	ahahhahaha yeah i love them. 😂😂😂	Send me one	others
571	Ohh	Why the frown?	Which is first hen or egg	others
572	😂😂😂 okay, I won't repeat this mistake	😒😒Ya I knew 😂	So tell me the story	others
573	Let's talk personal	Sure.	You have any boyfriend?	others
574	Come on	here i come, is it outside?	I am see for your photo  sent me	others
575	what	just what it says.	I didn't understand	others
576	American pie	Superbad Wet Hot American Summer	Where r uh	others
577	Yas	PROUD OF DD YAYAYYYYYYY	I give you and IMO number yesterday	others
578	Your photos show me	sorry i dont have camera 😬	Give me your recording voice	others
579	are you?	yeaah , i think so .	you are a whore.	others
580	Which place	It was a treat :)	Can you come Big Daddy Launge	others
581	I am bessi	good ;)	You  are contry	others
582	cool	ice cold	cool	others
583	You are my heart	[So are you two! <3]	👅👄	others
584	Love love	What is love? 🙂🙂	Picture of my dick	others
585	U r really something	I can't feel anything :-)	Ofcourse u have to something cake brain	others
586	??	its the way of ending something	But i have 210	others
587	I'm talking about you	You do better I'm talking about you as well	Why is bollywood so boring?	others
588	in india	"What happens in India, dont get US visa! What happens in India stays in India."""	india is a great country	others
589	Friends..	what	But u knw.. I really love to make frienda	others
590	Ok I stop	why I only speak the truth	Tellme iam who	others
591	Lods of tension	I don't know of any good kinds of tension. 👎👎👎	???	others
592	I'm not your bro	oh yea	Who are you to me?	others
593	Where are you district	this one's from the	You in the WhatsApp number please	others
594	Getting bored like really	I get you ! Gosh I'm really so bored !	You?	others
595	Tell me some formula?	Tell me who's the loneeeliest... of alllll	Are you busy at that time?	others
596	Let me thinking	right-o. Will do.	Go to road and propose a unknown guy	others
597	How to pick up chicks in bar?	The easiest way to pick up chicks. :P	Where is your server?	others
598	Yes	okay cool	Your real age	others
599	i busy now	kk take ur time	tell me about your self..	others
600	how to make girls fall in love	People love brands that speak to parts of themselves.	how to impress a girl	others
601	Nop	ok	Anything special ?	others
602	what is Mso	razor clams creating new dish.	its not relevantly	others
603	No.  can you help me	what's ur IG	What	others
604	okay okay	Hello! How are you?	lets be serious	others
605	rhyming pea and tea	bring it for me do	k	others
606	How is she know	I don't know ask her	Where is she	others
607	Thank you	Anytime :)	Share your secrets	others
