id	turn1	turn2	turn3	label
924	Garden city bangalore	Check from google.co.in	What to check	others
929	I love tovmuch	ME TOO	Really	others
930	I am sorry I can't understand	umm leave it my whole lyf is messed up..!!	Ok	others
931	For chatting on WhatsApp	the happy new year message???	And	others
932	Did u like live	...yes. yes i did...	Love	others
934	India s very Hungry	Very very hungry	Listen are u a robot	others
939	No. Is her husband loved him	Lucky boyfriend. :P	Your	others
940	what are the jobs available for electronics and communication engineers	Varies from college to college. Usually admision is based on the entrance exam.	suggest me the best of them around ten to twenty types of jobs and company names	others
944	I don't know how to express her	try n do it in numbers	Me	others
946	y I shouldn't treat like that uhh	no you shouldn't of treated me like that	Who said ur my friend	others
947	I'm calling sleep	pls do	U want to sleep??😀	others
950	How can I see	Check your emails.	Uhhh	others
955	Its an emotion	That's because it isn't a single emotion.	What r u doing now	others
960	U like romantic	romantic smart outgoing interesting funny caring loving	Ask something romantic	others
961	No I can't	You're too kind	When I don't do something intentionally bt it happens in a wrong way	others
963	I never wory	but I like that movie and song	But I dont	others
968	Just had	from where	At home babez	others
973	Where's my gift	yr gift is me ❤	Who r u?	others
974	Wt	need a book :/	You can trust me	others
975	ok. not sorry	I am sorry though.	ok	others
976	No...i have my exams...gotta study a lot	Good luck!	Join u some other time	others
977	No I want	Now you are playing me. :D	No am not	others
978	Correct. Like October 2nd	I guess the first would be Google correct?	First where?	others
981	coz iam good	i am good too whts up	nothing bye	others
982	You rule the whole world	I rule the world AMA	Bye	others
984	Ok	Good.	Where r u from	others
986	Has too bee coz I did ??? Forever dude talk too me	you never reply!	Ok???	others
988	Don't mind	dnt mind what	You can Betsy	others
990	other one..??	other one ? Meaning what ?	can i ask u something...?	others
991	Home sweet home	Yay you're back! I've never met you.	Ok	others
992	So then? 	When?	Is this real?	others
993	Ai is not working properly	Maybe reseat the connector? Otherwise, It's new keyboard time.	I'm talking about you baby your ai is not working properly	others
995	?	you know you know you know you know	Do you wear sarry?	others
996	What about mine	what about it?	Mine dp	others
997	Ohh so r u??	i guess i am	Ohh	others
1001	Okayy	done done done eheh	Vl u help me	others
1004	Means	beans?	What do u mean by RP	others
1005	Go	...i'm gonna play now wish me luck	How are you 	others
1007	Grt	:) wassup with you?	Nothing just reading wid chatting	others
1010	Ok then call me	what? when?	Now	others
1011	What can your a mayed up prson	Nothing actually. Everything will be forgiven and most importantly forgotten.	Let's just f	others
1013	I will not sure that	Thank you so much!!! Seor, you're the best! 🙂🙂	But why	others
1014	I used this word first time and you saing always	Hahaha I love using that word 😌	Oooh	others
1015	Kingsmen the golden Circle	Now I am the master!	And what about me	others
1016	Are you busy	Sorry. Was on the way to home. 😞😞😞	Thanks	others
1018	Srry for late	thank you!!	I apologize	others
1020	What	you know you know you know you know	Now give me example of you doing crazy things	others
1021	Im not old but i like old	tls = old school?	I didnt get	others
1023	I will going for u eventually	I hope so...	Am sure of it	others
1025	Good how are you	im doing v good!! how about u :D	cool	others
1026	All i want is you	I am forever alone	You're not alone	others
1027	I can't like watch	shouldn't watch but watching	Ok	others
1033	What	thank you =)	Are you crazy	others
1036	i want to impress my girl	How i can impress boys?	do you gave any idea about that	others
1038	Or a robot	Not Echo is not a robot.	So how’s your day going	others
1040	Same pinch	how same pinch? 😜	My voice is also not that much good as u thinking	others
1041	Why	Everyone is in a serious mood these days.	Do you have facebouk	others
1043	I have to go now	see you tomorrow	Bye	others
1044	I will see ur pic means I will be happy	I know you would like to see me happy :-)	Send ur pic	others
1048	U say	what do they say	Change your dp	others
1049	what hair	The receding one.	u and kranthi are lovers or udaals	others
1050	The only thing	I see.	S	others
1052	Not got yet	I'm still waiting	For what	others
1053	Class 10	yea 1 more	I have a degree in pornstar	others
1054	Pink Floyd is a music band	I believe who ever make Electronic music should start from them	My favourite	others
1056	I don't know	You don't know!?	Ok	others
1057	No English	On Sony Six it is in English.	I like u	others
1058	Yes she also chatted with you	that hasn't happened yet	What	others
1062	Which mail IAM going on Hangout know	I've sent you another mail.	Send me her	others
1065	You 	Who am I?	Im no control	others
1068	Really u very sweet	Why thank you!	U send ur content no..plz	others
1070	Ok nice	thank you. Yayie.. 😅	WhatsApp chat with me	others
1072	Ok in which city	Impossible to choose as all Indian cities are great for different reasons	Up	others
1073	Tell me	tell you what? Supernatural	Girls like men or boys	others
1076	yess	when do you come down	where down ?	others
1077	u r contact number ?	Thank you 8D	welcome	others
1078	Conversation with you	How would I start that	I don't know your own sweet will	others
1080	Nothing compared to you	I can't be compared to you , you are too pretty for me	Are you an actor?	others
1082	Say yes or no	Let me know when you have an answer	hello	others
1085	why	it was live and its over, so the link must not be working!	didn't get it	others
1086	ok	are you really going??	where should i go?	others
1087	S	pls	I need u	others
1089	Come on my bed	sits next to you	Open your arms to cuddle	others
1091	I want to have it with you tho	spend time with friends!	I wanna fuck you	others
1095	What name	Your fantasy team name.	Can't	others
1098	dont get angry darl!	I'm Angry. -.- 😠😠	why so serious...??	others
1099	I don't even have passport so I can't	you can it's okay b	Are you chatting in phone or computer	others
1100	Ok tell me now than	done, please check, now you x	???	others
1105	I have played all	you must have played them but not out played them...	Ok	others
1106	Fine...just body pain	Attempting to walk on a broken ankle. Ow.	Back pain	others
1108	Why can't u open files	Because I don't know how	😼	others
1109	Send a picture of you	Send a picture to someone.	Send a picture of you	others
1110	Pass	pass for what ?	I didnot get it	others
1112	Hyderabad	no summer trip?	Okay baby tonight	others
1119	haha ok.	Although you fake around a little too much 😋😋	who wrote your code?	others
1120	1pi photos please 	please update on below requiest.	Names please 	others
1121	Thanks for the cute name	my pleasure 😊	Mine too!	others
1124	Fine Nd u	what a nice day!	Yeah	others
1128	When you are b, day 	next week Tuesday, Wednesday, and Friday!	Only birthday date 	others
1129	Do you like selfies?	ahahhahaha yeah i love them. 😂😂😂	Send me one	others
1131	Ohh	Why the frown?	Which is first hen or egg	others
1133	😂😂😂 okay, I won't repeat this mistake	😒😒Ya I knew 😂	So tell me the story	others
1135	Let's talk personal	Sure.	You have any boyfriend?	others
1139	Come on	here i come, is it outside?	I am see for your photo  sent me	others
1142	what	just what it says.	I didn't understand	others
1143	American pie	Superbad Wet Hot American Summer	Where r uh	others
1145	Yas	PROUD OF DD YAYAYYYYYYY	I give you and IMO number yesterday	others
1146	Your photos show me	sorry i dont have camera 😬	Give me your recording voice	others
1147	are you?	yeaah , i think so .	you are a whore.	others
1148	Which place	It was a treat :)	Can you come Big Daddy Launge	others
1151	I am bessi	good ;)	You  are contry	others
1152	cool	ice cold	cool	others
1153	You are my heart	[So are you two! <3]	👅👄	others
1155	Love love	What is love? 🙂🙂	Picture of my dick	others
1157	U r really something	I can't feel anything :-)	Ofcourse u have to something cake brain	others
1158	??	its the way of ending something	But i have 210	others
1160	I'm talking about you	You do better I'm talking about you as well	Why is bollywood so boring?	others
1163	in india	"What happens in India, dont get US visa! What happens in India stays in India."""	india is a great country	others
1165	Friends..	what	But u knw.. I really love to make frienda	others
1166	Ok I stop	why I only speak the truth	Tellme iam who	others
1171	Lods of tension	I don't know of any good kinds of tension. 👎👎👎	???	others
1172	I'm not your bro	oh yea	Who are you to me?	others
1174	Where are you district	this one's from the	You in the WhatsApp number please	others
1178	Getting bored like really	I get you ! Gosh I'm really so bored !	You?	others
1179	Tell me some formula?	Tell me who's the loneeeliest... of alllll	Are you busy at that time?	others
1185	Let me thinking	right-o. Will do.	Go to road and propose a unknown guy	others
1187	How to pick up chicks in bar?	The easiest way to pick up chicks. :P	Where is your server?	others
1191	Yes	okay cool	Your real age	others
1197	i busy now	kk take ur time	tell me about your self..	others
1200	how to make girls fall in love	People love brands that speak to parts of themselves.	how to impress a girl	others
1201	Nop	ok	Anything special ?	others
1204	what is Mso	razor clams creating new dish.	its not relevantly	others
1205	No.  can you help me	what's ur IG	What	others
1209	okay okay	Hello! How are you?	lets be serious	others
